STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_de,Demographic indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,UA,Ukraine,2019,,24.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,UK,United Kingdom,2013,,31.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,UK,United Kingdom,2015,,31.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,XK,Kosovo*,2016,,29.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,XK,Kosovo*,2017,,29.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,XK,Kosovo*,2018,,28.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,FAGEMAR1,Mean age at first marriage - females,XK,Kosovo*,2019,,28.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AM,Armenia,2006,,29.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AM,Armenia,2007,,30.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AM,Armenia,2008,,30.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AM,Armenia,2009,,29.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AM,Armenia,2015,,30.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AM,Armenia,2017,,31.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AM,Armenia,2018,,31.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AT,Austria,2002,,30.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AT,Austria,2003,,30.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AT,Austria,2004,,30.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AT,Austria,2005,,31.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AT,Austria,2006,,31.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AT,Austria,2007,,32.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AT,Austria,2008,,32.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AT,Austria,2009,,32.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AT,Austria,2011,,32.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AT,Austria,2012,,33.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AT,Austria,2013,,33.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AT,Austria,2014,,33.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AT,Austria,2015,,33.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AT,Austria,2016,,34.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AT,Austria,2017,,34.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AT,Austria,2018,,34.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AT,Austria,2019,,34.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AT,Austria,2023,,35.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AZ,Azerbaijan,2006,,29.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AZ,Azerbaijan,2007,,28.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AZ,Azerbaijan,2008,,28.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AZ,Azerbaijan,2009,,28.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AZ,Azerbaijan,2014,,29.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AZ,Azerbaijan,2017,,28.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AZ,Azerbaijan,2018,,28.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,AZ,Azerbaijan,2019,,28.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BE,Belgium,2002,,29.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BE,Belgium,2003,,29.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BE,Belgium,2004,,30.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BE,Belgium,2005,,30.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BE,Belgium,2006,,30.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BE,Belgium,2007,,31.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BE,Belgium,2008,,31.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BE,Belgium,2009,,31.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BE,Belgium,2010,,31.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BE,Belgium,2011,,,,b,break in time series,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BE,Belgium,2017,,33.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BE,Belgium,2020,,34.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BE,Belgium,2021,,34.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BE,Belgium,2022,,35.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BE,Belgium,2023,,35.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BG,Bulgaria,2002,,28.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BG,Bulgaria,2003,,28.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BG,Bulgaria,2004,,28.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BG,Bulgaria,2005,,29.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BG,Bulgaria,2006,,29.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BG,Bulgaria,2007,,29.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BG,Bulgaria,2008,,29.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BG,Bulgaria,2009,,29.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BG,Bulgaria,2010,,29.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BG,Bulgaria,2011,,29.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BG,Bulgaria,2013,,30.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BG,Bulgaria,2014,,30.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BG,Bulgaria,2015,,30.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BG,Bulgaria,2016,,30.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BG,Bulgaria,2017,,30.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BG,Bulgaria,2018,,30.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BG,Bulgaria,2019,,31.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BG,Bulgaria,2020,,31.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BG,Bulgaria,2021,,31.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BG,Bulgaria,2022,,31.5,,b,break in time series,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BG,Bulgaria,2023,,31.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BY,Belarus,2006,,26.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BY,Belarus,2007,,26.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BY,Belarus,2008,,26.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BY,Belarus,2011,,26.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BY,Belarus,2012,,26.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BY,Belarus,2013,,27.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BY,Belarus,2014,,27.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BY,Belarus,2015,,27.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BY,Belarus,2016,,27.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BY,Belarus,2017,,27.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,BY,Belarus,2018,,27.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CH,Switzerland,2003,,31.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CH,Switzerland,2004,,31.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CH,Switzerland,2005,,31.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CH,Switzerland,2006,,31.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CH,Switzerland,2007,,31.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CH,Switzerland,2008,,32.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CH,Switzerland,2009,,32.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CH,Switzerland,2010,,32.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CH,Switzerland,2011,,32.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CH,Switzerland,2012,,32.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CH,Switzerland,2013,,32.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CH,Switzerland,2014,,32.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CH,Switzerland,2015,,32.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CH,Switzerland,2016,,32.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CH,Switzerland,2017,,32.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CH,Switzerland,2018,,32.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CH,Switzerland,2019,,33.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CH,Switzerland,2020,,33.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CH,Switzerland,2021,,33.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CH,Switzerland,2022,,33.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CH,Switzerland,2023,,33.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CY,Cyprus,2002,,30.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CY,Cyprus,2003,,30.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CY,Cyprus,2004,,30.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CY,Cyprus,2005,,29.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CY,Cyprus,2006,,30.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CZ,Czechia,2002,,28.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CZ,Czechia,2003,,28.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CZ,Czechia,2004,,29.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CZ,Czechia,2005,,29.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CZ,Czechia,2006,,29.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CZ,Czechia,2007,,30.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CZ,Czechia,2008,,30.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CZ,Czechia,2009,,30.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CZ,Czechia,2010,,30.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CZ,Czechia,2011,,31.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CZ,Czechia,2012,,31.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CZ,Czechia,2013,,31.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CZ,Czechia,2014,,31.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CZ,Czechia,2015,,31.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CZ,Czechia,2016,,31.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CZ,Czechia,2017,,31.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CZ,Czechia,2018,,31.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CZ,Czechia,2019,,32.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CZ,Czechia,2020,,32.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CZ,Czechia,2021,,32.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CZ,Czechia,2022,,32.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,CZ,Czechia,2023,,33.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DE,Germany,2003,,31.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DE,Germany,2004,,31.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DE,Germany,2005,,31.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DE,Germany,2006,,31.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DE,Germany,2007,,32.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DE,Germany,2008,,32.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DE,Germany,2009,,32.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DE,Germany,2011,,32.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DE,Germany,2013,,33.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DE,Germany,2014,,33.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DE,Germany,2015,,33.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DE,Germany,2016,,33.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DE,Germany,2017,,34.0,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DK,Denmark,2002,,32.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DK,Denmark,2003,,33.2,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DK,Denmark,2004,,33.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DK,Denmark,2005,,33.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DK,Denmark,2006,,33.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DK,Denmark,2007,,33.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DK,Denmark,2008,,33.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DK,Denmark,2009,,33.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DK,Denmark,2010,,33.6,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DK,Denmark,2011,,33.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DK,Denmark,2012,,34.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DK,Denmark,2013,,34.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DK,Denmark,2014,,34.4,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DK,Denmark,2015,,34.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DK,Denmark,2016,,34.7,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DK,Denmark,2017,,34.8,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DK,Denmark,2018,,34.9,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DK,Denmark,2019,,35.1,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DK,Denmark,2020,,35.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,DK,Denmark,2021,,35.3,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,EE,Estonia,2002,,28.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,EE,Estonia,2003,,28.5,,,,,
dataflow,ESTAT:DEMO_NIND(1.0),Marriage indicators,A,Annual,MAGEMAR1,Mean age at first marriage - males,EE,Estonia,2004,,29.0,,,,,
